noisePerc,confidence,leaves,treeSize,performanceValidation,performanceTraining
9.80,0.1500,741,1481,58.147,82.7073
9.80,0.1750,780,1559,58.5463,83.5272
9.80,0.2000,815,1629,58.9457,84.2326
9.80,0.2250,872,1743,59.0256,85.3575
9.80,0.2500,904,1807,59.0256,85.9676
9.80,0.2750,913,1825,58.8658,86.1392
9.80,0.3000,919,1837,58.8658,86.2536
9.80,0.3250,930,1859,58.7061,86.4633
9.80,0.3500,939,1877,58.5463,86.6158
9.80,0.3750,939,1877,58.5463,86.6158
9.80,0.4000,943,1885,58.6262,86.673
9.80,0.4250,946,1891,58.6262,86.7112
9.80,0.4500,952,1903,58.3866,86.7874
9.80,0.4750,961,1921,58.4665,86.9018
9.80,0.5000,967,1933,58.5463,86.9781
9.85,0.0010,7,13,52.476,49.9333
9.85,0.0250,255,509,53.754,64.7664
9.85,0.0500,498,995,56.7891,75.3289
9.85,0.0750,551,1101,56.4696,76.8351
9.85,0.1000,668,1335,57.6677,80.7817
9.85,0.1250,721,1441,58.2268,82.307
9.85,0.1500,741,1481,58.147,82.7073
9.85,0.1750,780,1559,58.5463,83.5272
9.85,0.2000,815,1629,58.9457,84.2326
9.85,0.2250,872,1743,59.0256,85.3575
9.85,0.2500,904,1807,59.0256,85.9676
9.85,0.2750,913,1825,58.8658,86.1392
9.85,0.3000,919,1837,58.8658,86.2536
9.85,0.3250,930,1859,58.7061,86.4633
9.85,0.3500,939,1877,58.5463,86.6158
9.85,0.3750,939,1877,58.5463,86.6158
9.85,0.4000,943,1885,58.6262,86.673
9.85,0.4250,946,1891,58.6262,86.7112
9.85,0.4500,952,1903,58.3866,86.7874
9.85,0.4750,961,1921,58.4665,86.9018
9.85,0.5000,967,1933,58.5463,86.9781
9.90,0.0010,7,13,52.476,49.9333
9.90,0.0250,255,509,53.754,64.7664
9.90,0.0500,498,995,56.7891,75.3289
9.90,0.0750,551,1101,56.4696,76.8351
9.90,0.1000,668,1335,57.6677,80.7817
9.90,0.1250,721,1441,58.2268,82.307
9.90,0.1500,741,1481,58.147,82.7073
9.90,0.1750,780,1559,58.5463,83.5272
9.90,0.2000,815,1629,58.9457,84.2326
9.90,0.2250,872,1743,59.0256,85.3575
9.90,0.2500,904,1807,59.0256,85.9676
9.90,0.2750,913,1825,58.8658,86.1392
9.90,0.3000,919,1837,58.8658,86.2536
9.90,0.3250,930,1859,58.7061,86.4633
9.90,0.3500,939,1877,58.5463,86.6158
9.90,0.3750,939,1877,58.5463,86.6158
9.90,0.4000,943,1885,58.6262,86.673
9.90,0.4250,946,1891,58.6262,86.7112
9.90,0.4500,952,1903,58.3866,86.7874
9.90,0.4750,961,1921,58.4665,86.9018
9.90,0.5000,967,1933,58.5463,86.9781
9.95,0.0010,7,13,52.476,49.9333
9.95,0.0250,255,509,53.754,64.7664
9.95,0.0500,498,995,56.7891,75.3289
9.95,0.0750,551,1101,56.4696,76.8351
9.95,0.1000,668,1335,57.6677,80.7817
9.95,0.1250,721,1441,58.2268,82.307
9.95,0.1500,741,1481,58.147,82.7073
9.95,0.1750,780,1559,58.5463,83.5272
9.95,0.2000,815,1629,58.9457,84.2326
9.95,0.2250,872,1743,59.0256,85.3575
9.95,0.2500,904,1807,59.0256,85.9676
9.95,0.2750,913,1825,58.8658,86.1392
9.95,0.3000,919,1837,58.8658,86.2536
9.95,0.3250,930,1859,58.7061,86.4633
9.95,0.3500,939,1877,58.5463,86.6158
9.95,0.3750,939,1877,58.5463,86.6158
9.95,0.4000,943,1885,58.6262,86.673
9.95,0.4250,946,1891,58.6262,86.7112
9.95,0.4500,952,1903,58.3866,86.7874
9.95,0.4750,961,1921,58.4665,86.9018
9.95,0.5000,967,1933,58.5463,86.9781
10.00,0.0010,15,29,52.2364,49.7235
10.00,0.0250,341,681,55.5112,67.9314
10.00,0.0500,408,815,56.1502,70.3146
10.00,0.0750,544,1087,58.3866,75.9199
10.00,0.1000,656,1311,57.8275,79.0086
10.00,0.1250,733,1465,58.2268,81.0296
10.00,0.1500,748,1495,58.3067,81.3918
10.00,0.1750,784,1567,58.5463,82.4404
10.00,0.2000,842,1683,58.9457,83.6606
10.00,0.2250,861,1721,58.6262,84.061
10.00,0.2500,894,1787,58.7061,84.7474
10.00,0.2750,907,1813,58.7859,84.9952
10.00,0.3000,913,1825,58.7061,85.1096
10.00,0.3250,919,1837,58.7061,85.205
10.00,0.3500,919,1837,58.7061,85.205
10.00,0.3750,919,1837,58.7061,85.205
10.00,0.4000,919,1837,58.7061,85.205
10.00,0.4250,919,1837,58.7061,85.205
10.00,0.4500,931,1861,58.7061,85.3575
10.00,0.4750,937,1873,58.6262,85.4337
10.00,0.5000,941,1881,58.7061,85.51
10.05,0.0010,15,29,52.2364,49.7235
10.05,0.0250,341,681,55.5112,67.9314
10.05,0.0500,408,815,56.1502,70.3146
10.05,0.0750,544,1087,58.3866,75.9199
10.05,0.1000,656,1311,57.8275,79.0086
10.05,0.1250,733,1465,58.2268,81.0296
10.05,0.1500,748,1495,58.3067,81.3918
10.05,0.1750,784,1567,58.5463,82.4404
10.05,0.2000,842,1683,58.9457,83.6606
10.05,0.2250,861,1721,58.6262,84.061
10.05,0.2500,894,1787,58.7061,84.7474
10.05,0.2750,907,1813,58.7859,84.9952
10.05,0.3000,913,1825,58.7061,85.1096
10.05,0.3250,919,1837,58.7061,85.205
10.05,0.3500,919,1837,58.7061,85.205
10.05,0.3750,919,1837,58.7061,85.205
10.05,0.4000,919,1837,58.7061,85.205
10.05,0.4250,919,1837,58.7061,85.205
10.05,0.4500,931,1861,58.7061,85.3575
10.05,0.4750,937,1873,58.6262,85.4337
10.05,0.5000,941,1881,58.7061,85.51
10.10,0.0010,15,29,52.2364,49.7235
10.10,0.0250,341,681,55.5112,67.9314
10.10,0.0500,408,815,56.1502,70.3146
10.10,0.0750,544,1087,58.3866,75.9199
10.10,0.1000,656,1311,57.8275,79.0086
10.10,0.1250,733,1465,58.2268,81.0296
10.10,0.1500,748,1495,58.3067,81.3918
10.10,0.1750,784,1567,58.5463,82.4404
10.10,0.2000,842,1683,58.9457,83.6606
10.10,0.2250,861,1721,58.6262,84.061
10.10,0.2500,894,1787,58.7061,84.7474
10.10,0.2750,907,1813,58.7859,84.9952
10.10,0.3000,913,1825,58.7061,85.1096
10.10,0.3250,919,1837,58.7061,85.205
10.10,0.3500,919,1837,58.7061,85.205
10.10,0.3750,919,1837,58.7061,85.205
10.10,0.4000,919,1837,58.7061,85.205
10.10,0.4250,919,1837,58.7061,85.205
10.10,0.4500,931,1861,58.7061,85.3575
10.10,0.4750,937,1873,58.6262,85.4337
10.10,0.5000,941,1881,58.7061,85.51
10.15,0.0010,15,29,52.2364,49.7235
10.15,0.0250,341,681,55.5112,67.9314
10.15,0.0500,408,815,56.1502,70.3146
10.15,0.0750,544,1087,58.3866,75.9199
10.15,0.1000,656,1311,57.8275,79.0086
10.15,0.1250,733,1465,58.2268,81.0296
10.15,0.1500,748,1495,58.3067,81.3918
10.15,0.1750,784,1567,58.5463,82.4404
10.15,0.2000,842,1683,58.9457,83.6606
10.15,0.2250,861,1721,58.6262,84.061
10.15,0.2500,894,1787,58.7061,84.7474
10.15,0.2750,907,1813,58.7859,84.9952
10.15,0.3000,913,1825,58.7061,85.1096
10.15,0.3250,919,1837,58.7061,85.205
10.15,0.3500,919,1837,58.7061,85.205
10.15,0.3750,919,1837,58.7061,85.205
10.15,0.4000,919,1837,58.7061,85.205
10.15,0.4250,919,1837,58.7061,85.205
10.15,0.4500,931,1861,58.7061,85.3575
10.15,0.4750,937,1873,58.6262,85.4337
10.15,0.5000,941,1881,58.7061,85.51
10.20,0.0010,15,29,52.2364,49.7235
10.20,0.0250,341,681,55.5112,67.9314
10.20,0.0500,408,815,56.1502,70.3146
10.20,0.0750,544,1087,58.3866,75.9199
10.20,0.1000,656,1311,57.8275,79.0086
10.20,0.1250,733,1465,58.2268,81.0296
10.20,0.1500,748,1495,58.3067,81.3918
10.20,0.1750,784,1567,58.5463,82.4404
10.20,0.2000,842,1683,58.9457,83.6606
10.20,0.2250,861,1721,58.6262,84.061
10.20,0.2500,894,1787,58.7061,84.7474
10.20,0.2750,907,1813,58.7859,84.9952
10.20,0.3000,913,1825,58.7061,85.1096
10.20,0.3250,919,1837,58.7061,85.205
10.20,0.3500,919,1837,58.7061,85.205
10.20,0.3750,919,1837,58.7061,85.205
10.20,0.4000,919,1837,58.7061,85.205
10.20,0.4250,919,1837,58.7061,85.205
10.20,0.4500,931,1861,58.7061,85.3575
10.20,0.4750,937,1873,58.6262,85.4337
10.20,0.5000,941,1881,58.7061,85.51
10.25,0.0010,15,29,52.2364,49.7235
10.25,0.0250,341,681,55.5112,67.9314
10.25,0.0500,408,815,56.1502,70.3146
10.25,0.0750,544,1087,58.3866,75.9199
10.25,0.1000,656,1311,57.8275,79.0086
10.25,0.1250,733,1465,58.2268,81.0296
10.25,0.1500,748,1495,58.3067,81.3918
10.25,0.1750,784,1567,58.5463,82.4404
10.25,0.2000,842,1683,58.9457,83.6606
10.25,0.2250,861,1721,58.6262,84.061
10.25,0.2500,894,1787,58.7061,84.7474
10.25,0.2750,907,1813,58.7859,84.9952
10.25,0.3000,913,1825,58.7061,85.1096
10.25,0.3250,919,1837,58.7061,85.205
10.25,0.3500,919,1837,58.7061,85.205
10.25,0.3750,919,1837,58.7061,85.205
10.25,0.4000,919,1837,58.7061,85.205
10.25,0.4250,919,1837,58.7061,85.205
10.25,0.4500,931,1861,58.7061,85.3575
10.25,0.4750,937,1873,58.6262,85.4337
10.25,0.5000,941,1881,58.7061,85.51
10.30,0.0010,15,29,52.2364,49.7235
10.30,0.0250,341,681,55.5112,67.9314
10.30,0.0500,408,815,56.1502,70.3146
10.30,0.0750,544,1087,58.3866,75.9199
10.30,0.1000,656,1311,57.8275,79.0086
10.30,0.1250,733,1465,58.2268,81.0296
10.30,0.1500,748,1495,58.3067,81.3918
10.30,0.1750,784,1567,58.5463,82.4404
10.30,0.2000,842,1683,58.9457,83.6606
10.30,0.2250,861,1721,58.6262,84.061
10.30,0.2500,894,1787,58.7061,84.7474
10.30,0.2750,907,1813,58.7859,84.9952
10.30,0.3000,913,1825,58.7061,85.1096
10.30,0.3250,919,1837,58.7061,85.205
10.30,0.3500,919,1837,58.7061,85.205
10.30,0.3750,919,1837,58.7061,85.205
10.30,0.4000,919,1837,58.7061,85.205
10.30,0.4250,919,1837,58.7061,85.205
10.30,0.4500,931,1861,58.7061,85.3575
10.30,0.4750,937,1873,58.6262,85.4337
10.30,0.5000,941,1881,58.7061,85.51
10.35,0.0010,15,29,52.2364,49.7235
10.35,0.0250,341,681,55.5112,67.9314
10.35,0.0500,408,815,56.1502,70.3146
10.35,0.0750,544,1087,58.3866,75.9199
10.35,0.1000,656,1311,57.8275,79.0086
10.35,0.1250,733,1465,58.2268,81.0296
10.35,0.1500,748,1495,58.3067,81.3918
10.35,0.1750,784,1567,58.5463,82.4404
10.35,0.2000,842,1683,58.9457,83.6606
10.35,0.2250,861,1721,58.6262,84.061
10.35,0.2500,894,1787,58.7061,84.7474
10.35,0.2750,907,1813,58.7859,84.9952
10.35,0.3000,913,1825,58.7061,85.1096
10.35,0.3250,919,1837,58.7061,85.205
10.35,0.3500,919,1837,58.7061,85.205
10.35,0.3750,919,1837,58.7061,85.205
10.35,0.4000,919,1837,58.7061,85.205
10.35,0.4250,919,1837,58.7061,85.205
10.35,0.4500,931,1861,58.7061,85.3575
10.35,0.4750,937,1873,58.6262,85.4337
10.35,0.5000,941,1881,58.7061,85.51
10.40,0.0010,15,29,52.2364,49.7235
10.40,0.0250,341,681,55.5112,67.9314
10.40,0.0500,408,815,56.1502,70.3146
10.40,0.0750,544,1087,58.3866,75.9199
10.40,0.1000,656,1311,57.8275,79.0086
10.40,0.1250,733,1465,58.2268,81.0296
10.40,0.1500,748,1495,58.3067,81.3918
10.40,0.1750,784,1567,58.5463,82.4404
10.40,0.2000,842,1683,58.9457,83.6606
10.40,0.2250,861,1721,58.6262,84.061
10.40,0.2500,894,1787,58.7061,84.7474
10.40,0.2750,907,1813,58.7859,84.9952
10.40,0.3000,913,1825,58.7061,85.1096
10.40,0.3250,919,1837,58.7061,85.205
10.40,0.3500,919,1837,58.7061,85.205
10.40,0.3750,919,1837,58.7061,85.205
10.40,0.4000,919,1837,58.7061,85.205
10.40,0.4250,919,1837,58.7061,85.205
10.40,0.4500,931,1861,58.7061,85.3575
10.40,0.4750,937,1873,58.6262,85.4337
10.40,0.5000,941,1881,58.7061,85.51
10.45,0.0010,15,29,52.2364,49.7235
10.45,0.0250,341,681,55.5112,67.9314
10.45,0.0500,408,815,56.1502,70.3146
10.45,0.0750,544,1087,58.3866,75.9199
10.45,0.1000,656,1311,57.8275,79.0086
10.45,0.1250,733,1465,58.2268,81.0296
10.45,0.1500,748,1495,58.3067,81.3918
10.45,0.1750,784,1567,58.5463,82.4404
10.45,0.2000,842,1683,58.9457,83.6606
10.45,0.2250,861,1721,58.6262,84.061
10.45,0.2500,894,1787,58.7061,84.7474
10.45,0.2750,907,1813,58.7859,84.9952
10.45,0.3000,913,1825,58.7061,85.1096
10.45,0.3250,919,1837,58.7061,85.205
10.45,0.3500,919,1837,58.7061,85.205
10.45,0.3750,919,1837,58.7061,85.205
10.45,0.4000,919,1837,58.7061,85.205
10.45,0.4250,919,1837,58.7061,85.205
10.45,0.4500,931,1861,58.7061,85.3575
10.45,0.4750,937,1873,58.6262,85.4337
10.45,0.5000,941,1881,58.7061,85.51
10.50,0.0010,15,29,52.2364,49.7235
10.50,0.0250,341,681,55.5112,67.9314
10.50,0.0500,408,815,56.1502,70.3146
10.50,0.0750,544,1087,58.3866,75.9199
10.50,0.1000,656,1311,57.8275,79.0086
10.50,0.1250,733,1465,58.2268,81.0296
10.50,0.1500,748,1495,58.3067,81.3918
10.50,0.1750,784,1567,58.5463,82.4404
10.50,0.2000,842,1683,58.9457,83.6606
10.50,0.2250,861,1721,58.6262,84.061
10.50,0.2500,894,1787,58.7061,84.7474
10.50,0.2750,907,1813,58.7859,84.9952
10.50,0.3000,913,1825,58.7061,85.1096
10.50,0.3250,919,1837,58.7061,85.205
10.50,0.3500,919,1837,58.7061,85.205
10.50,0.3750,919,1837,58.7061,85.205
10.50,0.4000,919,1837,58.7061,85.205
10.50,0.4250,919,1837,58.7061,85.205
10.50,0.4500,931,1861,58.7061,85.3575
10.50,0.4750,937,1873,58.6262,85.4337
10.50,0.5000,941,1881,58.7061,85.51
10.55,0.0010,15,29,52.2364,49.7235
10.55,0.0250,341,681,55.5112,67.9314
10.55,0.0500,408,815,56.1502,70.3146
10.55,0.0750,544,1087,58.3866,75.9199
10.55,0.1000,656,1311,57.8275,79.0086
10.55,0.1250,733,1465,58.2268,81.0296
10.55,0.1500,748,1495,58.3067,81.3918
10.55,0.1750,784,1567,58.5463,82.4404
10.55,0.2000,842,1683,58.9457,83.6606
10.55,0.2250,861,1721,58.6262,84.061
10.55,0.2500,894,1787,58.7061,84.7474
10.55,0.2750,907,1813,58.7859,84.9952
10.55,0.3000,913,1825,58.7061,85.1096
10.55,0.3250,919,1837,58.7061,85.205
10.55,0.3500,919,1837,58.7061,85.205
10.55,0.3750,919,1837,58.7061,85.205
10.55,0.4000,919,1837,58.7061,85.205
10.55,0.4250,919,1837,58.7061,85.205
10.55,0.4500,931,1861,58.7061,85.3575
10.55,0.4750,937,1873,58.6262,85.4337
10.55,0.5000,941,1881,58.7061,85.51
10.60,0.0010,15,29,52.2364,49.7235
10.60,0.0250,341,681,55.5112,67.9314
10.60,0.0500,408,815,56.1502,70.3146
10.60,0.0750,544,1087,58.3866,75.9199
10.60,0.1000,656,1311,57.8275,79.0086
10.60,0.1250,733,1465,58.2268,81.0296
10.60,0.1500,748,1495,58.3067,81.3918
10.60,0.1750,784,1567,58.5463,82.4404
10.60,0.2000,842,1683,58.9457,83.6606
10.60,0.2250,861,1721,58.6262,84.061
10.60,0.2500,894,1787,58.7061,84.7474
10.60,0.2750,907,1813,58.7859,84.9952
10.60,0.3000,913,1825,58.7061,85.1096
10.60,0.3250,919,1837,58.7061,85.205
10.60,0.3500,919,1837,58.7061,85.205
10.60,0.3750,919,1837,58.7061,85.205
10.60,0.4000,919,1837,58.7061,85.205
10.60,0.4250,919,1837,58.7061,85.205
10.60,0.4500,931,1861,58.7061,85.3575
10.60,0.4750,937,1873,58.6262,85.4337
10.60,0.5000,941,1881,58.7061,85.51
10.65,0.0010,15,29,52.2364,49.7235
10.65,0.0250,341,681,55.5112,67.9314
10.65,0.0500,408,815,56.1502,70.3146
10.65,0.0750,544,1087,58.3866,75.9199
10.65,0.1000,656,1311,57.8275,79.0086
10.65,0.1250,733,1465,58.2268,81.0296
10.65,0.1500,748,1495,58.3067,81.3918
10.65,0.1750,784,1567,58.5463,82.4404
10.65,0.2000,842,1683,58.9457,83.6606
10.65,0.2250,861,1721,58.6262,84.061
10.65,0.2500,894,1787,58.7061,84.7474
10.65,0.2750,907,1813,58.7859,84.9952
10.65,0.3000,913,1825,58.7061,85.1096
10.65,0.3250,919,1837,58.7061,85.205
10.65,0.3500,919,1837,58.7061,85.205
10.65,0.3750,919,1837,58.7061,85.205
10.65,0.4000,919,1837,58.7061,85.205
10.65,0.4250,919,1837,58.7061,85.205
10.65,0.4500,931,1861,58.7061,85.3575
10.65,0.4750,937,1873,58.6262,85.4337
10.65,0.5000,941,1881,58.7061,85.51
10.70,0.0010,15,29,52.2364,49.7235
10.70,0.0250,341,681,55.5112,67.9314
10.70,0.0500,408,815,56.1502,70.3146
10.70,0.0750,544,1087,58.3866,75.9199
10.70,0.1000,656,1311,57.8275,79.0086
10.70,0.1250,733,1465,58.2268,81.0296
10.70,0.1500,748,1495,58.3067,81.3918
10.70,0.1750,784,1567,58.5463,82.4404
10.70,0.2000,842,1683,58.9457,83.6606
10.70,0.2250,861,1721,58.6262,84.061
10.70,0.2500,894,1787,58.7061,84.7474
10.70,0.2750,907,1813,58.7859,84.9952
10.70,0.3000,913,1825,58.7061,85.1096
10.70,0.3250,919,1837,58.7061,85.205
10.70,0.3500,919,1837,58.7061,85.205
10.70,0.3750,919,1837,58.7061,85.205
10.70,0.4000,919,1837,58.7061,85.205
10.70,0.4250,919,1837,58.7061,85.205
10.70,0.4500,931,1861,58.7061,85.3575
10.70,0.4750,937,1873,58.6262,85.4337
10.70,0.5000,941,1881,58.7061,85.51
10.75,0.0010,15,29,52.2364,49.7235
10.75,0.0250,341,681,55.5112,67.9314
10.75,0.0500,408,815,56.1502,70.3146
10.75,0.0750,544,1087,58.3866,75.9199
10.75,0.1000,656,1311,57.8275,79.0086
10.75,0.1250,733,1465,58.2268,81.0296
10.75,0.1500,748,1495,58.3067,81.3918
10.75,0.1750,784,1567,58.5463,82.4404
10.75,0.2000,842,1683,58.9457,83.6606
10.75,0.2250,861,1721,58.6262,84.061
10.75,0.2500,894,1787,58.7061,84.7474
10.75,0.2750,907,1813,58.7859,84.9952
10.75,0.3000,913,1825,58.7061,85.1096
10.75,0.3250,919,1837,58.7061,85.205
10.75,0.3500,919,1837,58.7061,85.205
10.75,0.3750,919,1837,58.7061,85.205
10.75,0.4000,919,1837,58.7061,85.205
10.75,0.4250,919,1837,58.7061,85.205
10.75,0.4500,931,1861,58.7061,85.3575
10.75,0.4750,937,1873,58.6262,85.4337
10.75,0.5000,941,1881,58.7061,85.51
10.80,0.0010,15,29,52.2364,49.7235
10.80,0.0250,341,681,55.5112,67.9314
10.80,0.0500,408,815,56.1502,70.3146
10.80,0.0750,544,1087,58.3866,75.9199
10.80,0.1000,656,1311,57.8275,79.0086
10.80,0.1250,733,1465,58.2268,81.0296
10.80,0.1500,748,1495,58.3067,81.3918
10.80,0.1750,784,1567,58.5463,82.4404
10.80,0.2000,842,1683,58.9457,83.6606
10.80,0.2250,861,1721,58.6262,84.061
10.80,0.2500,894,1787,58.7061,84.7474
10.80,0.2750,907,1813,58.7859,84.9952
10.80,0.3000,913,1825,58.7061,85.1096
10.80,0.3250,919,1837,58.7061,85.205
10.80,0.3500,919,1837,58.7061,85.205
10.80,0.3750,919,1837,58.7061,85.205
10.80,0.4000,919,1837,58.7061,85.205
10.80,0.4250,919,1837,58.7061,85.205
10.80,0.4500,931,1861,58.7061,85.3575
10.80,0.4750,937,1873,58.6262,85.4337
10.80,0.5000,941,1881,58.7061,85.51
10.85,0.0010,15,29,52.2364,49.7235
10.85,0.0250,341,681,55.5112,67.9314
10.85,0.0500,408,815,56.1502,70.3146
10.85,0.0750,544,1087,58.3866,75.9199
10.85,0.1000,656,1311,57.8275,79.0086
10.85,0.1250,733,1465,58.2268,81.0296
10.85,0.1500,748,1495,58.3067,81.3918
10.85,0.1750,784,1567,58.5463,82.4404
10.85,0.2000,842,1683,58.9457,83.6606
10.85,0.2250,861,1721,58.6262,84.061
10.85,0.2500,894,1787,58.7061,84.7474
10.85,0.2750,907,1813,58.7859,84.9952
10.85,0.3000,913,1825,58.7061,85.1096
10.85,0.3250,919,1837,58.7061,85.205
10.85,0.3500,919,1837,58.7061,85.205
10.85,0.3750,919,1837,58.7061,85.205
10.85,0.4000,919,1837,58.7061,85.205
10.85,0.4250,919,1837,58.7061,85.205
10.85,0.4500,931,1861,58.7061,85.3575
10.85,0.4750,937,1873,58.6262,85.4337
10.85,0.5000,941,1881,58.7061,85.51
10.90,0.0010,15,29,52.2364,49.7235
10.90,0.0250,341,681,55.5112,67.9314
10.90,0.0500,408,815,56.1502,70.3146
10.90,0.0750,544,1087,58.3866,75.9199
10.90,0.1000,656,1311,57.8275,79.0086
10.90,0.1250,733,1465,58.2268,81.0296
10.90,0.1500,748,1495,58.3067,81.3918
10.90,0.1750,784,1567,58.5463,82.4404
10.90,0.2000,842,1683,58.9457,83.6606
10.90,0.2250,861,1721,58.6262,84.061
10.90,0.2500,894,1787,58.7061,84.7474
10.90,0.2750,907,1813,58.7859,84.9952
10.90,0.3000,913,1825,58.7061,85.1096
10.90,0.3250,919,1837,58.7061,85.205
10.90,0.3500,919,1837,58.7061,85.205
10.90,0.3750,919,1837,58.7061,85.205
10.90,0.4000,919,1837,58.7061,85.205
10.90,0.4250,919,1837,58.7061,85.205
10.90,0.4500,931,1861,58.7061,85.3575
10.90,0.4750,937,1873,58.6262,85.4337
10.90,0.5000,941,1881,58.7061,85.51
10.95,0.0010,15,29,52.2364,49.7235
10.95,0.0250,341,681,55.5112,67.9314
10.95,0.0500,408,815,56.1502,70.3146
10.95,0.0750,544,1087,58.3866,75.9199
10.95,0.1000,656,1311,57.8275,79.0086
10.95,0.1250,733,1465,58.2268,81.0296
10.95,0.1500,748,1495,58.3067,81.3918
10.95,0.1750,784,1567,58.5463,82.4404
10.95,0.2000,842,1683,58.9457,83.6606
10.95,0.2250,861,1721,58.6262,84.061
10.95,0.2500,894,1787,58.7061,84.7474
10.95,0.2750,907,1813,58.7859,84.9952
10.95,0.3000,913,1825,58.7061,85.1096
10.95,0.3250,919,1837,58.7061,85.205
10.95,0.3500,919,1837,58.7061,85.205
10.95,0.3750,919,1837,58.7061,85.205
10.95,0.4000,919,1837,58.7061,85.205
10.95,0.4250,919,1837,58.7061,85.205
10.95,0.4500,931,1861,58.7061,85.3575
10.95,0.4750,937,1873,58.6262,85.4337
10.95,0.5000,941,1881,58.7061,85.51
11.00,0.0010,18,35,53.115,49.7807
11.00,0.0250,211,421,52.3962,61.6969
11.00,0.0500,506,1011,54.0735,73.4032
11.00,0.0750,621,1241,54.6326,77.4071
11.00,0.1000,725,1449,54.5527,81.0296
11.00,0.1250,743,1485,54.393,81.4299
11.00,0.1500,795,1589,53.9936,82.6692
11.00,0.1750,819,1637,53.6741,83.1459
11.00,0.2000,859,1717,53.9936,83.8894
11.00,0.2250,899,1797,53.8339,84.652
11.00,0.2500,918,1835,54.1534,85.0334
11.00,0.2750,937,1873,53.8339,85.3956
11.00,0.3000,939,1877,53.8339,85.4337
11.00,0.3250,951,1901,53.5942,85.6435
11.00,0.3500,959,1917,53.4345,85.7769
11.00,0.3750,959,1917,53.4345,85.7769
11.00,0.4000,964,1927,53.5144,85.8532
11.00,0.4250,964,1927,53.5144,85.8532
11.00,0.4500,968,1935,53.6741,85.9104
11.00,0.4750,977,1953,53.754,86.0248
11.00,0.5000,980,1959,53.754,86.0629
11.05,0.0010,18,35,53.115,49.7807
11.05,0.0250,211,421,52.3962,61.6969
11.05,0.0500,506,1011,54.0735,73.4032
11.05,0.0750,621,1241,54.6326,77.4071
11.05,0.1000,725,1449,54.5527,81.0296
11.05,0.1250,743,1485,54.393,81.4299
11.05,0.1500,795,1589,53.9936,82.6692
11.05,0.1750,819,1637,53.6741,83.1459
11.05,0.2000,859,1717,53.9936,83.8894
11.05,0.2250,899,1797,53.8339,84.652
11.05,0.2500,918,1835,54.1534,85.0334
11.05,0.2750,937,1873,53.8339,85.3956
11.05,0.3000,939,1877,53.8339,85.4337
11.05,0.3250,951,1901,53.5942,85.6435
11.05,0.3500,959,1917,53.4345,85.7769
11.05,0.3750,959,1917,53.4345,85.7769
11.05,0.4000,964,1927,53.5144,85.8532
11.05,0.4250,964,1927,53.5144,85.8532
11.05,0.4500,968,1935,53.6741,85.9104
11.05,0.4750,977,1953,53.754,86.0248
11.05,0.5000,980,1959,53.754,86.0629
11.10,0.0010,18,35,53.115,49.7807
11.10,0.0250,211,421,52.3962,61.6969
11.10,0.0500,506,1011,54.0735,73.4032
11.10,0.0750,621,1241,54.6326,77.4071
11.10,0.1000,725,1449,54.5527,81.0296
11.10,0.1250,743,1485,54.393,81.4299
11.10,0.1500,795,1589,53.9936,82.6692
11.10,0.1750,819,1637,53.6741,83.1459
11.10,0.2000,859,1717,53.9936,83.8894
11.10,0.2250,899,1797,53.8339,84.652
11.10,0.2500,918,1835,54.1534,85.0334
11.10,0.2750,937,1873,53.8339,85.3956
11.10,0.3000,939,1877,53.8339,85.4337
11.10,0.3250,951,1901,53.5942,85.6435
11.10,0.3500,959,1917,53.4345,85.7769
11.10,0.3750,959,1917,53.4345,85.7769
11.10,0.4000,964,1927,53.5144,85.8532
11.10,0.4250,964,1927,53.5144,85.8532
11.10,0.4500,968,1935,53.6741,85.9104
11.10,0.4750,977,1953,53.754,86.0248
11.10,0.5000,980,1959,53.754,86.0629
11.15,0.0010,18,35,53.115,49.7807
11.15,0.0250,211,421,52.3962,61.6969
11.15,0.0500,506,1011,54.0735,73.4032
11.15,0.0750,621,1241,54.6326,77.4071
11.15,0.1000,725,1449,54.5527,81.0296
11.15,0.1250,743,1485,54.393,81.4299
11.15,0.1500,795,1589,53.9936,82.6692
11.15,0.1750,819,1637,53.6741,83.1459
11.15,0.2000,859,1717,53.9936,83.8894
11.15,0.2250,899,1797,53.8339,84.652
11.15,0.2500,918,1835,54.1534,85.0334
11.15,0.2750,937,1873,53.8339,85.3956
11.15,0.3000,939,1877,53.8339,85.4337
11.15,0.3250,951,1901,53.5942,85.6435
11.15,0.3500,959,1917,53.4345,85.7769
11.15,0.3750,959,1917,53.4345,85.7769
11.15,0.4000,964,1927,53.5144,85.8532
11.15,0.4250,964,1927,53.5144,85.8532
11.15,0.4500,968,1935,53.6741,85.9104
11.15,0.4750,977,1953,53.754,86.0248
11.15,0.5000,980,1959,53.754,86.0629
11.20,0.0010,18,35,53.115,49.7807
11.20,0.0250,211,421,52.3962,61.6969
11.20,0.0500,506,1011,54.0735,73.4032
11.20,0.0750,621,1241,54.6326,77.4071
11.20,0.1000,725,1449,54.5527,81.0296
11.20,0.1250,743,1485,54.393,81.4299
11.20,0.1500,795,1589,53.9936,82.6692
11.20,0.1750,819,1637,53.6741,83.1459
11.20,0.2000,859,1717,53.9936,83.8894
11.20,0.2250,899,1797,53.8339,84.652
