noisePerc,confidence,leaves,treeSize,performanceValidation,performanceTraining
8.40,0.1250,687,1373,55.9105,82.1735
8.40,0.1500,723,1445,56.4696,83.0315
8.40,0.1750,752,1503,56.3898,83.6034
8.40,0.2000,811,1621,56.3099,84.7283
8.40,0.2250,850,1699,56.4696,85.4147
8.40,0.2500,883,1765,56.5495,86.0248
8.40,0.2750,906,1811,56.869,86.4442
8.40,0.3000,908,1815,56.869,86.4824
8.40,0.3250,925,1849,56.7891,86.7684
8.40,0.3500,927,1853,56.7891,86.8065
8.40,0.3750,936,1871,56.7093,86.9399
8.40,0.4000,936,1871,56.7093,86.9399
8.40,0.4250,947,1893,56.6294,87.0925
8.40,0.4500,949,1897,56.5495,87.1306
8.40,0.4750,949,1897,56.5495,87.1306
8.40,0.5000,949,1897,56.5495,87.1306
8.45,0.0010,42,83,52.3163,54.9666
8.45,0.0250,210,419,54.7923,63.8894
8.45,0.0500,399,797,55.1118,71.9352
8.45,0.0750,542,1083,54.7923,77.2736
8.45,0.1000,641,1281,56.0703,80.9152
8.45,0.1250,687,1373,55.9105,82.1735
8.45,0.1500,723,1445,56.4696,83.0315
8.45,0.1750,752,1503,56.3898,83.6034
8.45,0.2000,811,1621,56.3099,84.7283
8.45,0.2250,850,1699,56.4696,85.4147
8.45,0.2500,883,1765,56.5495,86.0248
8.45,0.2750,906,1811,56.869,86.4442
8.45,0.3000,908,1815,56.869,86.4824
8.45,0.3250,925,1849,56.7891,86.7684
8.45,0.3500,927,1853,56.7891,86.8065
8.45,0.3750,936,1871,56.7093,86.9399
8.45,0.4000,936,1871,56.7093,86.9399
8.45,0.4250,947,1893,56.6294,87.0925
8.45,0.4500,949,1897,56.5495,87.1306
8.45,0.4750,949,1897,56.5495,87.1306
8.45,0.5000,949,1897,56.5495,87.1306
8.50,0.0010,42,83,52.3163,54.9666
8.50,0.0250,210,419,54.7923,63.8894
8.50,0.0500,399,797,55.1118,71.9352
8.50,0.0750,542,1083,54.7923,77.2736
8.50,0.1000,641,1281,56.0703,80.9152
8.50,0.1250,687,1373,55.9105,82.1735
8.50,0.1500,723,1445,56.4696,83.0315
8.50,0.1750,752,1503,56.3898,83.6034
8.50,0.2000,811,1621,56.3099,84.7283
8.50,0.2250,850,1699,56.4696,85.4147
8.50,0.2500,883,1765,56.5495,86.0248
8.50,0.2750,906,1811,56.869,86.4442
8.50,0.3000,908,1815,56.869,86.4824
8.50,0.3250,925,1849,56.7891,86.7684
8.50,0.3500,927,1853,56.7891,86.8065
8.50,0.3750,936,1871,56.7093,86.9399
8.50,0.4000,936,1871,56.7093,86.9399
8.50,0.4250,947,1893,56.6294,87.0925
8.50,0.4500,949,1897,56.5495,87.1306
8.50,0.4750,949,1897,56.5495,87.1306
8.50,0.5000,949,1897,56.5495,87.1306
8.55,0.0010,42,83,52.3163,54.9666
8.55,0.0250,210,419,54.7923,63.8894
8.55,0.0500,399,797,55.1118,71.9352
8.55,0.0750,542,1083,54.7923,77.2736
8.55,0.1000,641,1281,56.0703,80.9152
8.55,0.1250,687,1373,55.9105,82.1735
8.55,0.1500,723,1445,56.4696,83.0315
8.55,0.1750,752,1503,56.3898,83.6034
8.55,0.2000,811,1621,56.3099,84.7283
8.55,0.2250,850,1699,56.4696,85.4147
8.55,0.2500,883,1765,56.5495,86.0248
8.55,0.2750,906,1811,56.869,86.4442
8.55,0.3000,908,1815,56.869,86.4824
8.55,0.3250,925,1849,56.7891,86.7684
8.55,0.3500,927,1853,56.7891,86.8065
8.55,0.3750,936,1871,56.7093,86.9399
8.55,0.4000,936,1871,56.7093,86.9399
8.55,0.4250,947,1893,56.6294,87.0925
8.55,0.4500,949,1897,56.5495,87.1306
8.55,0.4750,949,1897,56.5495,87.1306
8.55,0.5000,949,1897,56.5495,87.1306
8.60,0.0010,42,83,52.3163,54.9666
8.60,0.0250,210,419,54.7923,63.8894
8.60,0.0500,399,797,55.1118,71.9352
8.60,0.0750,542,1083,54.7923,77.2736
8.60,0.1000,641,1281,56.0703,80.9152
8.60,0.1250,687,1373,55.9105,82.1735
8.60,0.1500,723,1445,56.4696,83.0315
8.60,0.1750,752,1503,56.3898,83.6034
8.60,0.2000,811,1621,56.3099,84.7283
8.60,0.2250,850,1699,56.4696,85.4147
8.60,0.2500,883,1765,56.5495,86.0248
8.60,0.2750,906,1811,56.869,86.4442
8.60,0.3000,908,1815,56.869,86.4824
8.60,0.3250,925,1849,56.7891,86.7684
8.60,0.3500,927,1853,56.7891,86.8065
8.60,0.3750,936,1871,56.7093,86.9399
8.60,0.4000,936,1871,56.7093,86.9399
8.60,0.4250,947,1893,56.6294,87.0925
8.60,0.4500,949,1897,56.5495,87.1306
8.60,0.4750,949,1897,56.5495,87.1306
8.60,0.5000,949,1897,56.5495,87.1306
8.65,0.0010,42,83,52.3163,54.9666
8.65,0.0250,210,419,54.7923,63.8894
8.65,0.0500,399,797,55.1118,71.9352
8.65,0.0750,542,1083,54.7923,77.2736
8.65,0.1000,641,1281,56.0703,80.9152
8.65,0.1250,687,1373,55.9105,82.1735
8.65,0.1500,723,1445,56.4696,83.0315
8.65,0.1750,752,1503,56.3898,83.6034
8.65,0.2000,811,1621,56.3099,84.7283
8.65,0.2250,850,1699,56.4696,85.4147
8.65,0.2500,883,1765,56.5495,86.0248
8.65,0.2750,906,1811,56.869,86.4442
8.65,0.3000,908,1815,56.869,86.4824
8.65,0.3250,925,1849,56.7891,86.7684
8.65,0.3500,927,1853,56.7891,86.8065
8.65,0.3750,936,1871,56.7093,86.9399
8.65,0.4000,936,1871,56.7093,86.9399
8.65,0.4250,947,1893,56.6294,87.0925
8.65,0.4500,949,1897,56.5495,87.1306
8.65,0.4750,949,1897,56.5495,87.1306
8.65,0.5000,949,1897,56.5495,87.1306
8.70,0.0010,42,83,52.3163,54.9666
8.70,0.0250,210,419,54.7923,63.8894
8.70,0.0500,399,797,55.1118,71.9352
8.70,0.0750,542,1083,54.7923,77.2736
8.70,0.1000,641,1281,56.0703,80.9152
8.70,0.1250,687,1373,55.9105,82.1735
8.70,0.1500,723,1445,56.4696,83.0315
8.70,0.1750,752,1503,56.3898,83.6034
8.70,0.2000,811,1621,56.3099,84.7283
8.70,0.2250,850,1699,56.4696,85.4147
8.70,0.2500,883,1765,56.5495,86.0248
8.70,0.2750,906,1811,56.869,86.4442
8.70,0.3000,908,1815,56.869,86.4824
8.70,0.3250,925,1849,56.7891,86.7684
8.70,0.3500,927,1853,56.7891,86.8065
8.70,0.3750,936,1871,56.7093,86.9399
8.70,0.4000,936,1871,56.7093,86.9399
8.70,0.4250,947,1893,56.6294,87.0925
8.70,0.4500,949,1897,56.5495,87.1306
8.70,0.4750,949,1897,56.5495,87.1306
8.70,0.5000,949,1897,56.5495,87.1306
8.75,0.0010,42,83,52.3163,54.9666
8.75,0.0250,210,419,54.7923,63.8894
8.75,0.0500,399,797,55.1118,71.9352
8.75,0.0750,542,1083,54.7923,77.2736
8.75,0.1000,641,1281,56.0703,80.9152
8.75,0.1250,687,1373,55.9105,82.1735
8.75,0.1500,723,1445,56.4696,83.0315
8.75,0.1750,752,1503,56.3898,83.6034
8.75,0.2000,811,1621,56.3099,84.7283
8.75,0.2250,850,1699,56.4696,85.4147
8.75,0.2500,883,1765,56.5495,86.0248
8.75,0.2750,906,1811,56.869,86.4442
8.75,0.3000,908,1815,56.869,86.4824
8.75,0.3250,925,1849,56.7891,86.7684
8.75,0.3500,927,1853,56.7891,86.8065
8.75,0.3750,936,1871,56.7093,86.9399
8.75,0.4000,936,1871,56.7093,86.9399
8.75,0.4250,947,1893,56.6294,87.0925
8.75,0.4500,949,1897,56.5495,87.1306
8.75,0.4750,949,1897,56.5495,87.1306
8.75,0.5000,949,1897,56.5495,87.1306
8.80,0.0010,42,83,52.3163,54.9666
8.80,0.0250,210,419,54.7923,63.8894
8.80,0.0500,399,797,55.1118,71.9352
8.80,0.0750,542,1083,54.7923,77.2736
8.80,0.1000,641,1281,56.0703,80.9152
8.80,0.1250,687,1373,55.9105,82.1735
8.80,0.1500,723,1445,56.4696,83.0315
8.80,0.1750,752,1503,56.3898,83.6034
8.80,0.2000,811,1621,56.3099,84.7283
8.80,0.2250,850,1699,56.4696,85.4147
8.80,0.2500,883,1765,56.5495,86.0248
8.80,0.2750,906,1811,56.869,86.4442
8.80,0.3000,908,1815,56.869,86.4824
8.80,0.3250,925,1849,56.7891,86.7684
8.80,0.3500,927,1853,56.7891,86.8065
8.80,0.3750,936,1871,56.7093,86.9399
8.80,0.4000,936,1871,56.7093,86.9399
8.80,0.4250,947,1893,56.6294,87.0925
8.80,0.4500,949,1897,56.5495,87.1306
8.80,0.4750,949,1897,56.5495,87.1306
8.80,0.5000,949,1897,56.5495,87.1306
8.85,0.0010,42,83,52.3163,54.9666
8.85,0.0250,210,419,54.7923,63.8894
8.85,0.0500,399,797,55.1118,71.9352
8.85,0.0750,542,1083,54.7923,77.2736
8.85,0.1000,641,1281,56.0703,80.9152
8.85,0.1250,687,1373,55.9105,82.1735
8.85,0.1500,723,1445,56.4696,83.0315
8.85,0.1750,752,1503,56.3898,83.6034
8.85,0.2000,811,1621,56.3099,84.7283
8.85,0.2250,850,1699,56.4696,85.4147
8.85,0.2500,883,1765,56.5495,86.0248
8.85,0.2750,906,1811,56.869,86.4442
8.85,0.3000,908,1815,56.869,86.4824
8.85,0.3250,925,1849,56.7891,86.7684
8.85,0.3500,927,1853,56.7891,86.8065
8.85,0.3750,936,1871,56.7093,86.9399
8.85,0.4000,936,1871,56.7093,86.9399
8.85,0.4250,947,1893,56.6294,87.0925
8.85,0.4500,949,1897,56.5495,87.1306
8.85,0.4750,949,1897,56.5495,87.1306
8.85,0.5000,949,1897,56.5495,87.1306
8.90,0.0010,42,83,52.3163,54.9666
8.90,0.0250,210,419,54.7923,63.8894
8.90,0.0500,399,797,55.1118,71.9352
8.90,0.0750,542,1083,54.7923,77.2736
8.90,0.1000,641,1281,56.0703,80.9152
8.90,0.1250,687,1373,55.9105,82.1735
8.90,0.1500,723,1445,56.4696,83.0315
8.90,0.1750,752,1503,56.3898,83.6034
8.90,0.2000,811,1621,56.3099,84.7283
8.90,0.2250,850,1699,56.4696,85.4147
8.90,0.2500,883,1765,56.5495,86.0248
8.90,0.2750,906,1811,56.869,86.4442
8.90,0.3000,908,1815,56.869,86.4824
8.90,0.3250,925,1849,56.7891,86.7684
8.90,0.3500,927,1853,56.7891,86.8065
8.90,0.3750,936,1871,56.7093,86.9399
8.90,0.4000,936,1871,56.7093,86.9399
8.90,0.4250,947,1893,56.6294,87.0925
8.90,0.4500,949,1897,56.5495,87.1306
8.90,0.4750,949,1897,56.5495,87.1306
8.90,0.5000,949,1897,56.5495,87.1306
8.95,0.0010,42,83,52.3163,54.9666
8.95,0.0250,210,419,54.7923,63.8894
8.95,0.0500,399,797,55.1118,71.9352
8.95,0.0750,542,1083,54.7923,77.2736
8.95,0.1000,641,1281,56.0703,80.9152
8.95,0.1250,687,1373,55.9105,82.1735
8.95,0.1500,723,1445,56.4696,83.0315
8.95,0.1750,752,1503,56.3898,83.6034
8.95,0.2000,811,1621,56.3099,84.7283
8.95,0.2250,850,1699,56.4696,85.4147
8.95,0.2500,883,1765,56.5495,86.0248
8.95,0.2750,906,1811,56.869,86.4442
8.95,0.3000,908,1815,56.869,86.4824
8.95,0.3250,925,1849,56.7891,86.7684
8.95,0.3500,927,1853,56.7891,86.8065
8.95,0.3750,936,1871,56.7093,86.9399
8.95,0.4000,936,1871,56.7093,86.9399
8.95,0.4250,947,1893,56.6294,87.0925
8.95,0.4500,949,1897,56.5495,87.1306
8.95,0.4750,949,1897,56.5495,87.1306
8.95,0.5000,949,1897,56.5495,87.1306
9.00,0.0010,7,13,52.476,49.9333
9.00,0.0250,255,509,53.754,64.7664
9.00,0.0500,498,995,56.7891,75.3289
9.00,0.0750,551,1101,56.4696,76.8351
9.00,0.1000,668,1335,57.6677,80.7817
9.00,0.1250,721,1441,58.2268,82.307
9.00,0.1500,741,1481,58.147,82.7073
9.00,0.1750,780,1559,58.5463,83.5272
9.00,0.2000,815,1629,58.9457,84.2326
9.00,0.2250,872,1743,59.0256,85.3575
9.00,0.2500,904,1807,59.0256,85.9676
9.00,0.2750,913,1825,58.8658,86.1392
9.00,0.3000,919,1837,58.8658,86.2536
9.00,0.3250,930,1859,58.7061,86.4633
9.00,0.3500,939,1877,58.5463,86.6158
9.00,0.3750,939,1877,58.5463,86.6158
9.00,0.4000,943,1885,58.6262,86.673
9.00,0.4250,946,1891,58.6262,86.7112
9.00,0.4500,952,1903,58.3866,86.7874
9.00,0.4750,961,1921,58.4665,86.9018
9.00,0.5000,967,1933,58.5463,86.9781
9.05,0.0010,7,13,52.476,49.9333
9.05,0.0250,255,509,53.754,64.7664
9.05,0.0500,498,995,56.7891,75.3289
9.05,0.0750,551,1101,56.4696,76.8351
9.05,0.1000,668,1335,57.6677,80.7817
9.05,0.1250,721,1441,58.2268,82.307
9.05,0.1500,741,1481,58.147,82.7073
9.05,0.1750,780,1559,58.5463,83.5272
9.05,0.2000,815,1629,58.9457,84.2326
9.05,0.2250,872,1743,59.0256,85.3575
9.05,0.2500,904,1807,59.0256,85.9676
9.05,0.2750,913,1825,58.8658,86.1392
9.05,0.3000,919,1837,58.8658,86.2536
9.05,0.3250,930,1859,58.7061,86.4633
9.05,0.3500,939,1877,58.5463,86.6158
9.05,0.3750,939,1877,58.5463,86.6158
9.05,0.4000,943,1885,58.6262,86.673
9.05,0.4250,946,1891,58.6262,86.7112
9.05,0.4500,952,1903,58.3866,86.7874
9.05,0.4750,961,1921,58.4665,86.9018
9.05,0.5000,967,1933,58.5463,86.9781
9.10,0.0010,7,13,52.476,49.9333
9.10,0.0250,255,509,53.754,64.7664
9.10,0.0500,498,995,56.7891,75.3289
9.10,0.0750,551,1101,56.4696,76.8351
9.10,0.1000,668,1335,57.6677,80.7817
9.10,0.1250,721,1441,58.2268,82.307
9.10,0.1500,741,1481,58.147,82.7073
9.10,0.1750,780,1559,58.5463,83.5272
9.10,0.2000,815,1629,58.9457,84.2326
9.10,0.2250,872,1743,59.0256,85.3575
9.10,0.2500,904,1807,59.0256,85.9676
9.10,0.2750,913,1825,58.8658,86.1392
9.10,0.3000,919,1837,58.8658,86.2536
9.10,0.3250,930,1859,58.7061,86.4633
9.10,0.3500,939,1877,58.5463,86.6158
9.10,0.3750,939,1877,58.5463,86.6158
9.10,0.4000,943,1885,58.6262,86.673
9.10,0.4250,946,1891,58.6262,86.7112
9.10,0.4500,952,1903,58.3866,86.7874
9.10,0.4750,961,1921,58.4665,86.9018
9.10,0.5000,967,1933,58.5463,86.9781
9.15,0.0010,7,13,52.476,49.9333
9.15,0.0250,255,509,53.754,64.7664
9.15,0.0500,498,995,56.7891,75.3289
9.15,0.0750,551,1101,56.4696,76.8351
9.15,0.1000,668,1335,57.6677,80.7817
9.15,0.1250,721,1441,58.2268,82.307
9.15,0.1500,741,1481,58.147,82.7073
9.15,0.1750,780,1559,58.5463,83.5272
9.15,0.2000,815,1629,58.9457,84.2326
9.15,0.2250,872,1743,59.0256,85.3575
9.15,0.2500,904,1807,59.0256,85.9676
9.15,0.2750,913,1825,58.8658,86.1392
9.15,0.3000,919,1837,58.8658,86.2536
9.15,0.3250,930,1859,58.7061,86.4633
9.15,0.3500,939,1877,58.5463,86.6158
9.15,0.3750,939,1877,58.5463,86.6158
9.15,0.4000,943,1885,58.6262,86.673
9.15,0.4250,946,1891,58.6262,86.7112
9.15,0.4500,952,1903,58.3866,86.7874
9.15,0.4750,961,1921,58.4665,86.9018
9.15,0.5000,967,1933,58.5463,86.9781
9.20,0.0010,7,13,52.476,49.9333
9.20,0.0250,255,509,53.754,64.7664
9.20,0.0500,498,995,56.7891,75.3289
9.20,0.0750,551,1101,56.4696,76.8351
9.20,0.1000,668,1335,57.6677,80.7817
9.20,0.1250,721,1441,58.2268,82.307
9.20,0.1500,741,1481,58.147,82.7073
9.20,0.1750,780,1559,58.5463,83.5272
9.20,0.2000,815,1629,58.9457,84.2326
9.20,0.2250,872,1743,59.0256,85.3575
9.20,0.2500,904,1807,59.0256,85.9676
9.20,0.2750,913,1825,58.8658,86.1392
9.20,0.3000,919,1837,58.8658,86.2536
9.20,0.3250,930,1859,58.7061,86.4633
9.20,0.3500,939,1877,58.5463,86.6158
9.20,0.3750,939,1877,58.5463,86.6158
9.20,0.4000,943,1885,58.6262,86.673
9.20,0.4250,946,1891,58.6262,86.7112
9.20,0.4500,952,1903,58.3866,86.7874
9.20,0.4750,961,1921,58.4665,86.9018
9.20,0.5000,967,1933,58.5463,86.9781
9.25,0.0010,7,13,52.476,49.9333
9.25,0.0250,255,509,53.754,64.7664
9.25,0.0500,498,995,56.7891,75.3289
9.25,0.0750,551,1101,56.4696,76.8351
9.25,0.1000,668,1335,57.6677,80.7817
9.25,0.1250,721,1441,58.2268,82.307
9.25,0.1500,741,1481,58.147,82.7073
9.25,0.1750,780,1559,58.5463,83.5272
9.25,0.2000,815,1629,58.9457,84.2326
9.25,0.2250,872,1743,59.0256,85.3575
9.25,0.2500,904,1807,59.0256,85.9676
9.25,0.2750,913,1825,58.8658,86.1392
9.25,0.3000,919,1837,58.8658,86.2536
9.25,0.3250,930,1859,58.7061,86.4633
9.25,0.3500,939,1877,58.5463,86.6158
9.25,0.3750,939,1877,58.5463,86.6158
9.25,0.4000,943,1885,58.6262,86.673
9.25,0.4250,946,1891,58.6262,86.7112
9.25,0.4500,952,1903,58.3866,86.7874
9.25,0.4750,961,1921,58.4665,86.9018
9.25,0.5000,967,1933,58.5463,86.9781
9.30,0.0010,7,13,52.476,49.9333
9.30,0.0250,255,509,53.754,64.7664
9.30,0.0500,498,995,56.7891,75.3289
9.30,0.0750,551,1101,56.4696,76.8351
9.30,0.1000,668,1335,57.6677,80.7817
9.30,0.1250,721,1441,58.2268,82.307
9.30,0.1500,741,1481,58.147,82.7073
9.30,0.1750,780,1559,58.5463,83.5272
9.30,0.2000,815,1629,58.9457,84.2326
9.30,0.2250,872,1743,59.0256,85.3575
9.30,0.2500,904,1807,59.0256,85.9676
9.30,0.2750,913,1825,58.8658,86.1392
9.30,0.3000,919,1837,58.8658,86.2536
9.30,0.3250,930,1859,58.7061,86.4633
9.30,0.3500,939,1877,58.5463,86.6158
9.30,0.3750,939,1877,58.5463,86.6158
9.30,0.4000,943,1885,58.6262,86.673
9.30,0.4250,946,1891,58.6262,86.7112
9.30,0.4500,952,1903,58.3866,86.7874
9.30,0.4750,961,1921,58.4665,86.9018
9.30,0.5000,967,1933,58.5463,86.9781
9.35,0.0010,7,13,52.476,49.9333
9.35,0.0250,255,509,53.754,64.7664
9.35,0.0500,498,995,56.7891,75.3289
9.35,0.0750,551,1101,56.4696,76.8351
9.35,0.1000,668,1335,57.6677,80.7817
9.35,0.1250,721,1441,58.2268,82.307
9.35,0.1500,741,1481,58.147,82.7073
9.35,0.1750,780,1559,58.5463,83.5272
9.35,0.2000,815,1629,58.9457,84.2326
9.35,0.2250,872,1743,59.0256,85.3575
9.35,0.2500,904,1807,59.0256,85.9676
9.35,0.2750,913,1825,58.8658,86.1392
9.35,0.3000,919,1837,58.8658,86.2536
9.35,0.3250,930,1859,58.7061,86.4633
9.35,0.3500,939,1877,58.5463,86.6158
9.35,0.3750,939,1877,58.5463,86.6158
9.35,0.4000,943,1885,58.6262,86.673
9.35,0.4250,946,1891,58.6262,86.7112
9.35,0.4500,952,1903,58.3866,86.7874
9.35,0.4750,961,1921,58.4665,86.9018
9.35,0.5000,967,1933,58.5463,86.9781
9.40,0.0010,7,13,52.476,49.9333
9.40,0.0250,255,509,53.754,64.7664
9.40,0.0500,498,995,56.7891,75.3289
9.40,0.0750,551,1101,56.4696,76.8351
9.40,0.1000,668,1335,57.6677,80.7817
9.40,0.1250,721,1441,58.2268,82.307
9.40,0.1500,741,1481,58.147,82.7073
9.40,0.1750,780,1559,58.5463,83.5272
9.40,0.2000,815,1629,58.9457,84.2326
9.40,0.2250,872,1743,59.0256,85.3575
9.40,0.2500,904,1807,59.0256,85.9676
9.40,0.2750,913,1825,58.8658,86.1392
9.40,0.3000,919,1837,58.8658,86.2536
9.40,0.3250,930,1859,58.7061,86.4633
9.40,0.3500,939,1877,58.5463,86.6158
9.40,0.3750,939,1877,58.5463,86.6158
9.40,0.4000,943,1885,58.6262,86.673
9.40,0.4250,946,1891,58.6262,86.7112
9.40,0.4500,952,1903,58.3866,86.7874
9.40,0.4750,961,1921,58.4665,86.9018
9.40,0.5000,967,1933,58.5463,86.9781
9.45,0.0010,7,13,52.476,49.9333
9.45,0.0250,255,509,53.754,64.7664
9.45,0.0500,498,995,56.7891,75.3289
9.45,0.0750,551,1101,56.4696,76.8351
9.45,0.1000,668,1335,57.6677,80.7817
9.45,0.1250,721,1441,58.2268,82.307
9.45,0.1500,741,1481,58.147,82.7073
9.45,0.1750,780,1559,58.5463,83.5272
9.45,0.2000,815,1629,58.9457,84.2326
9.45,0.2250,872,1743,59.0256,85.3575
9.45,0.2500,904,1807,59.0256,85.9676
9.45,0.2750,913,1825,58.8658,86.1392
9.45,0.3000,919,1837,58.8658,86.2536
9.45,0.3250,930,1859,58.7061,86.4633
9.45,0.3500,939,1877,58.5463,86.6158
9.45,0.3750,939,1877,58.5463,86.6158
9.45,0.4000,943,1885,58.6262,86.673
9.45,0.4250,946,1891,58.6262,86.7112
9.45,0.4500,952,1903,58.3866,86.7874
9.45,0.4750,961,1921,58.4665,86.9018
9.45,0.5000,967,1933,58.5463,86.9781
9.50,0.0010,7,13,52.476,49.9333
9.50,0.0250,255,509,53.754,64.7664
9.50,0.0500,498,995,56.7891,75.3289
9.50,0.0750,551,1101,56.4696,76.8351
9.50,0.1000,668,1335,57.6677,80.7817
9.50,0.1250,721,1441,58.2268,82.307
9.50,0.1500,741,1481,58.147,82.7073
9.50,0.1750,780,1559,58.5463,83.5272
9.50,0.2000,815,1629,58.9457,84.2326
9.50,0.2250,872,1743,59.0256,85.3575
9.50,0.2500,904,1807,59.0256,85.9676
9.50,0.2750,913,1825,58.8658,86.1392
9.50,0.3000,919,1837,58.8658,86.2536
9.50,0.3250,930,1859,58.7061,86.4633
9.50,0.3500,939,1877,58.5463,86.6158
9.50,0.3750,939,1877,58.5463,86.6158
9.50,0.4000,943,1885,58.6262,86.673
9.50,0.4250,946,1891,58.6262,86.7112
9.50,0.4500,952,1903,58.3866,86.7874
9.50,0.4750,961,1921,58.4665,86.9018
9.50,0.5000,967,1933,58.5463,86.9781
9.55,0.0010,7,13,52.476,49.9333
9.55,0.0250,255,509,53.754,64.7664
9.55,0.0500,498,995,56.7891,75.3289
9.55,0.0750,551,1101,56.4696,76.8351
9.55,0.1000,668,1335,57.6677,80.7817
9.55,0.1250,721,1441,58.2268,82.307
9.55,0.1500,741,1481,58.147,82.7073
9.55,0.1750,780,1559,58.5463,83.5272
9.55,0.2000,815,1629,58.9457,84.2326
9.55,0.2250,872,1743,59.0256,85.3575
9.55,0.2500,904,1807,59.0256,85.9676
9.55,0.2750,913,1825,58.8658,86.1392
9.55,0.3000,919,1837,58.8658,86.2536
9.55,0.3250,930,1859,58.7061,86.4633
9.55,0.3500,939,1877,58.5463,86.6158
9.55,0.3750,939,1877,58.5463,86.6158
9.55,0.4000,943,1885,58.6262,86.673
9.55,0.4250,946,1891,58.6262,86.7112
9.55,0.4500,952,1903,58.3866,86.7874
9.55,0.4750,961,1921,58.4665,86.9018
9.55,0.5000,967,1933,58.5463,86.9781
9.60,0.0010,7,13,52.476,49.9333
9.60,0.0250,255,509,53.754,64.7664
9.60,0.0500,498,995,56.7891,75.3289
9.60,0.0750,551,1101,56.4696,76.8351
9.60,0.1000,668,1335,57.6677,80.7817
9.60,0.1250,721,1441,58.2268,82.307
9.60,0.1500,741,1481,58.147,82.7073
9.60,0.1750,780,1559,58.5463,83.5272
9.60,0.2000,815,1629,58.9457,84.2326
9.60,0.2250,872,1743,59.0256,85.3575
9.60,0.2500,904,1807,59.0256,85.9676
9.60,0.2750,913,1825,58.8658,86.1392
9.60,0.3000,919,1837,58.8658,86.2536
9.60,0.3250,930,1859,58.7061,86.4633
9.60,0.3500,939,1877,58.5463,86.6158
9.60,0.3750,939,1877,58.5463,86.6158
9.60,0.4000,943,1885,58.6262,86.673
9.60,0.4250,946,1891,58.6262,86.7112
9.60,0.4500,952,1903,58.3866,86.7874
9.60,0.4750,961,1921,58.4665,86.9018
9.60,0.5000,967,1933,58.5463,86.9781
9.65,0.0010,7,13,52.476,49.9333
9.65,0.0250,255,509,53.754,64.7664
9.65,0.0500,498,995,56.7891,75.3289
9.65,0.0750,551,1101,56.4696,76.8351
9.65,0.1000,668,1335,57.6677,80.7817
9.65,0.1250,721,1441,58.2268,82.307
9.65,0.1500,741,1481,58.147,82.7073
9.65,0.1750,780,1559,58.5463,83.5272
9.65,0.2000,815,1629,58.9457,84.2326
9.65,0.2250,872,1743,59.0256,85.3575
9.65,0.2500,904,1807,59.0256,85.9676
9.65,0.2750,913,1825,58.8658,86.1392
9.65,0.3000,919,1837,58.8658,86.2536
9.65,0.3250,930,1859,58.7061,86.4633
9.65,0.3500,939,1877,58.5463,86.6158
9.65,0.3750,939,1877,58.5463,86.6158
9.65,0.4000,943,1885,58.6262,86.673
9.65,0.4250,946,1891,58.6262,86.7112
9.65,0.4500,952,1903,58.3866,86.7874
9.65,0.4750,961,1921,58.4665,86.9018
9.65,0.5000,967,1933,58.5463,86.9781
9.70,0.0010,7,13,52.476,49.9333
9.70,0.0250,255,509,53.754,64.7664
9.70,0.0500,498,995,56.7891,75.3289
9.70,0.0750,551,1101,56.4696,76.8351
9.70,0.1000,668,1335,57.6677,80.7817
9.70,0.1250,721,1441,58.2268,82.307
9.70,0.1500,741,1481,58.147,82.7073
9.70,0.1750,780,1559,58.5463,83.5272
9.70,0.2000,815,1629,58.9457,84.2326
9.70,0.2250,872,1743,59.0256,85.3575
9.70,0.2500,904,1807,59.0256,85.9676
9.70,0.2750,913,1825,58.8658,86.1392
9.70,0.3000,919,1837,58.8658,86.2536
9.70,0.3250,930,1859,58.7061,86.4633
9.70,0.3500,939,1877,58.5463,86.6158
9.70,0.3750,939,1877,58.5463,86.6158
9.70,0.4000,943,1885,58.6262,86.673
9.70,0.4250,946,1891,58.6262,86.7112
9.70,0.4500,952,1903,58.3866,86.7874
9.70,0.4750,961,1921,58.4665,86.9018
9.70,0.5000,967,1933,58.5463,86.9781
9.75,0.0010,7,13,52.476,49.9333
9.75,0.0250,255,509,53.754,64.7664
9.75,0.0500,498,995,56.7891,75.3289
9.75,0.0750,551,1101,56.4696,76.8351
9.75,0.1000,668,1335,57.6677,80.7817
9.75,0.1250,721,1441,58.2268,82.307
9.75,0.1500,741,1481,58.147,82.7073
9.75,0.1750,780,1559,58.5463,83.5272
9.75,0.2000,815,1629,58.9457,84.2326
9.75,0.2250,872,1743,59.0256,85.3575
9.75,0.2500,904,1807,59.0256,85.9676
9.75,0.2750,913,1825,58.8658,86.1392
9.75,0.3000,919,1837,58.8658,86.2536
9.75,0.3250,930,1859,58.7061,86.4633
9.75,0.3500,939,1877,58.5463,86.6158
9.75,0.3750,939,1877,58.5463,86.6158
9.75,0.4000,943,1885,58.6262,86.673
9.75,0.4250,946,1891,58.6262,86.7112
9.75,0.4500,952,1903,58.3866,86.7874
9.75,0.4750,961,1921,58.4665,86.9018
9.75,0.5000,967,1933,58.5463,86.9781
9.80,0.0010,7,13,52.476,49.9333
9.80,0.0250,255,509,53.754,64.7664
9.80,0.0500,498,995,56.7891,75.3289
9.80,0.0750,551,1101,56.4696,76.8351
9.80,0.1000,668,1335,57.6677,80.7817
9.80,0.1250,721,1441,58.2268,82.307
